Date,Open,High,Low,Close,Adj Close,Volume
2010-07-19,30.480000,30.969999,29.600000,30.080000,30.080000,0
2010-07-20,31.059999,31.059999,28.209999,28.219999,28.219999,0
2010-07-21,27.840000,29.860001,27.830000,29.080000,29.080000,0
2010-07-22,27.969999,28.049999,27.040001,27.900000,27.900000,0
2010-07-23,27.959999,28.200001,26.860001,26.990000,26.990000,0
2010-07-26,27.200001,27.320000,26.440001,26.440001,26.440001,0
2010-07-27,25.840000,26.730000,25.840000,26.370001,26.370001,0
2010-07-28,26.020000,26.920000,25.370001,26.709999,26.709999,0
2010-07-29,26.100000,27.920000,25.830000,27.120001,27.120001,0
2010-07-30,27.830000,28.430000,26.760000,27.139999,27.139999,0
2010-08-02,26.200001,26.370001,25.240000,25.400000,25.400000,0
2010-08-03,25.680000,26.190001,25.410000,26.010000,26.010000,0
2010-08-04,25.900000,26.480000,25.610001,25.959999,25.959999,0
2010-08-05,26.610001,26.650000,25.360001,26.160000,26.160000,0
2010-08-06,27.180000,27.570000,26.120001,26.120001,26.120001,0
2010-08-09,25.940001,26.580000,25.709999,26.030001,26.030001,0
2010-08-10,27.040001,27.490000,26.000000,26.309999,26.309999,0
2010-08-11,28.250000,28.969999,28.240000,28.690001,28.690001,0
2010-08-12,30.180000,30.180000,28.860001,29.250000,29.250000,0
2010-08-13,29.440001,29.969999,29.139999,29.969999,29.969999,0
2010-08-16,30.969999,31.150000,29.709999,29.799999,29.799999,0
2010-08-17,29.139999,29.160000,28.120001,28.570000,28.570000,0
2010-08-18,28.540001,29.040001,27.770000,28.580000,28.580000,0
2010-08-19,28.639999,30.030001,28.480000,29.629999,29.629999,0
2010-08-20,29.990000,30.120001,29.440001,29.540001,29.540001,0
2010-08-23,29.480000,29.480000,28.580000,29.290001,29.290001,0
2010-08-24,30.820000,32.660000,29.850000,30.309999,30.309999,3000
2010-08-25,30.930000,31.360001,29.590000,29.850000,29.850000,3800
2010-08-26,29.650000,30.440001,29.230000,30.370001,30.370001,0
2010-08-27,29.870001,30.730000,28.379999,28.400000,28.400000,0
2010-08-30,29.120001,30.010000,28.830000,30.010000,30.010000,0
2010-08-31,30.120001,30.320000,28.900000,29.040001,29.040001,0
2010-09-01,28.299999,28.299999,27.230000,27.290001,27.290001,0
2010-09-02,27.459999,27.549999,26.610001,26.620001,26.620001,0
2010-09-03,25.799999,26.400000,25.260000,25.309999,25.309999,0
2010-09-07,26.190001,26.830000,26.190001,26.770000,26.770000,0
2010-09-08,26.709999,26.709999,26.090000,26.299999,26.299999,0
2010-09-09,25.540001,26.379999,25.540001,26.100000,26.100000,0
2010-09-10,25.930000,26.020000,25.580000,25.590000,25.590000,0
2010-09-13,25.230000,25.230000,24.690001,24.750000,24.750000,0
2010-09-14,24.879999,25.090000,24.410000,24.740000,24.740000,0
2010-09-15,25.250000,25.389999,24.910000,24.930000,24.930000,0
2010-09-16,25.280001,25.570000,24.959999,24.959999,24.959999,0
2010-09-17,24.670000,25.330000,24.670000,25.120001,25.120001,0
2010-09-20,25.020000,25.340000,24.450001,24.590000,24.590000,0
2010-09-21,24.590000,25.150000,24.260000,24.940001,24.940001,0
2010-09-22,24.920000,25.520000,24.610001,25.160000,25.160000,0
2010-09-23,26.040001,26.250000,25.280001,26.160000,26.160000,0
2010-09-24,25.160000,25.170000,24.750000,24.750000,24.750000,0
2010-09-27,25.020000,25.230000,24.860001,25.200001,25.200001,0
2010-09-28,25.290001,26.170000,25.209999,25.340000,25.340000,0
2010-09-29,25.650000,26.030001,25.430000,25.910000,25.910000,0
2010-09-30,25.510000,26.830000,25.129999,26.400000,26.400000,0
2010-10-01,25.750000,26.420000,25.299999,25.700001,25.700001,0
2010-10-04,26.230000,26.879999,26.070000,26.320000,26.320000,0
2010-10-05,25.690001,25.809999,24.930000,25.080000,25.080000,0
2010-10-06,25.080000,25.330000,24.830000,24.910000,24.910000,0
2010-10-07,24.639999,25.360001,24.620001,24.889999,24.889999,0
2010-10-08,24.650000,24.920000,23.920000,24.059999,24.059999,0
2010-10-11,24.100000,24.150000,23.889999,23.980000,23.980000,0
2010-10-12,24.170000,24.600000,23.299999,23.370001,23.370001,0
2010-10-13,22.950001,23.230000,22.670000,22.980000,22.980000,0
2010-10-14,22.990000,24.040001,22.990000,23.559999,23.559999,0
2010-10-15,22.270000,24.160000,22.270000,23.200001,23.200001,0
2010-10-18,23.530001,23.559999,22.770000,22.799999,22.799999,0
2010-10-19,23.639999,24.030001,23.180000,23.590000,23.590000,0
2010-10-20,23.400000,23.580000,22.520000,22.660000,22.660000,0
2010-10-21,22.530001,23.020000,22.010000,22.219999,22.219999,0
2010-10-22,22.100000,22.160000,21.639999,21.650000,21.650000,0
2010-10-25,21.650000,21.969999,21.340000,21.910000,21.910000,0
2010-10-26,22.290001,22.510000,22.139999,22.200001,22.200001,0
2010-10-27,22.760000,23.530001,22.570000,22.600000,22.600000,0
2010-10-28,22.270000,23.049999,22.209999,22.809999,22.809999,0
2010-10-29,22.930000,23.010000,22.719999,22.950001,22.950001,0
2010-11-01,22.940001,23.610001,22.570000,23.290001,23.290001,0
2010-11-02,22.910000,23.160000,22.799999,23.020000,23.020000,0
2010-11-03,23.040001,23.549999,21.650000,21.650000,21.650000,0
2010-11-04,20.879999,21.010000,20.570000,20.570000,20.570000,0
2010-11-05,20.459999,20.690001,20.040001,20.660000,20.660000,0
2010-11-08,21.200001,21.360001,20.719999,20.730000,20.730000,0
2010-11-09,20.809999,21.629999,20.600000,21.530001,21.530001,0
2010-11-10,21.320000,21.959999,21.240000,21.280001,21.280001,0
2010-11-11,21.820000,22.020000,21.389999,21.469999,21.469999,0
2010-11-12,21.980000,23.170000,21.930000,22.930000,22.930000,0
2010-11-15,22.860001,22.860001,22.209999,22.809999,22.809999,0
2010-11-16,23.430000,24.450001,23.299999,24.080000,24.080000,0
2010-11-17,24.059999,24.059999,23.379999,23.830000,23.830000,0
2010-11-18,22.870001,22.870001,22.070000,22.430000,22.430000,0
2010-11-19,22.680000,22.950001,21.379999,21.400000,21.400000,0
2010-11-22,22.500000,22.910000,21.320000,21.330000,21.330000,0
2010-11-23,22.610001,23.190001,22.049999,22.590000,22.590000,0
2010-11-24,21.680000,21.820000,21.180000,21.809999,21.809999,0
2010-11-26,22.740000,23.420000,21.809999,21.809999,21.809999,0
2010-11-29,24.090000,24.530001,23.219999,23.350000,23.350000,0
2010-11-30,24.500000,25.320000,24.080000,25.190001,25.190001,0
2010-12-01,23.610001,24.040001,23.209999,23.990000,23.990000,0
2010-12-02,23.629999,23.709999,21.940001,21.990000,21.990000,0
2010-12-03,22.080000,22.090000,20.840000,21.000000,21.000000,0
2010-12-06,21.590000,21.650000,20.920000,21.040001,21.040001,0
2010-12-07,20.270000,21.030001,20.240000,20.969999,20.969999,0
2010-12-08,20.850000,21.049999,20.370001,20.379999,20.379999,0
2010-12-09,20.030001,20.469999,19.959999,19.980000,19.980000,0
2010-12-10,19.750000,20.030001,19.670000,19.840000,19.840000,0
2010-12-13,19.940001,20.510000,19.850000,20.459999,20.459999,0
2010-12-14,20.459999,20.660000,20.139999,20.389999,20.389999,0
2010-12-15,20.549999,20.820000,20.320000,20.740000,20.740000,0
2010-12-16,20.830000,21.120001,20.510000,20.820000,20.820000,0
2010-12-17,20.850000,20.850000,20.110001,20.290001,20.290001,0
2010-12-20,20.059999,20.520000,19.809999,20.100000,20.100000,0
2010-12-21,19.820000,20.110001,19.799999,19.910000,19.910000,0
2010-12-22,19.860001,19.870001,19.520000,19.570000,19.570000,0
2010-12-23,19.860001,20.440001,19.559999,20.440001,20.440001,0
2010-12-27,21.250000,21.290001,21.040001,21.040001,21.040001,0
2010-12-28,20.940001,21.590000,20.940001,21.180000,21.180000,0
2010-12-29,21.010000,21.030001,20.820000,20.840000,20.840000,0
2010-12-30,20.980000,21.209999,20.900000,21.010000,21.010000,0
